promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
7월 올영픽💜,none,none,올영PICK,"

올영PICK
올리브영이PICK한이 달의 브랜드
올리브 키트 증정


",[' 올영PICK 7월 올리브영 APP과 매장에서 만나보세요! '],"['전체', '두피도 바디도 모두 피부니까 ✨', '여름철 트러블, 각질 OUT ✋', '여름 스킨케어의 끝은 SUN 🌞', '여름철 피부 고민 해결 💙', '컨셉츄얼한 콜라보템 총집합 ❤', '건강하고 가벼운 식단관리 제안 🖤', '구강 리프레쉬 & 풋케어 쿨링 🧡', '여름 맨즈케어 큐레이션 💇\u200d♂️', '향기롭고 산뜻한 여름 🌼', 'Luxe Edit 1주년 🎇', '셀프 관리 종결템 🎀', '올리브 키트 상품 특가로 만나기👑', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103650007&trackingCd=Home_Planshop1_1_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=올리브키트 증정&t_number=1
올리브영이 제안하는 7월의 트렌드,none,none,올스킨올케어,"

올스킨올케어
슬기로운헤어&바디케어
여름맞이 최대할인


",[' APP에서 만나보세요! '],"['전체', '샴푸 추천템✨', '트리트먼트 추천템✨', '앰플/토닉/케어 추천템⭐', '샤워/클렌저 추천템✨', '바디로션 추천템⭐', '바디스크럽 추천템⭐', '바디미스트/오일 추천템⭐']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000104110026&trackingCd=Home_Planshop1_2_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=<스키니피케이션> 트렌드리딩&t_number=2
트러블/각질 고민 해결해줄 7월 올영픽,24.07.01,24.07.07,올영PICK,"

올영PICK
깨끗하고 촉촉한피부를 위한여름 클렌저
클렌징 아이템 할인


","['무더운 여름, 트러블 & 각질 고민 말끔하게 씻어내 줄 클렌징 추천템! ']","['전체', '더 귀여워진 아리얼X시나모롤💛', '메디필X민들레마음 콜라보 기획💞', '트러블 고민은 아크네스', '마스크팩으로 해결하는 피부고민✨', '파티온으로 트러블 흔적케어💚', '민감피부도 걱정없는 라로슈포제', '아벤느 트러블 케어 추천템🔍', '일소X에스더버니 콜라보 기획💗', '마녀공장X미니언즈 7월 한정기획🧡', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103920061&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=클렌징-701-1_강민경/구자경&t_number=3
"여름 기초루틴의 끝, 썬케어!",24.07.01,24.07.31,올영PICK,"

올영PICK
내리쬐는햇볕에도늘 당당하게
선케어 BEST 할인


","[' 여름 기초루틴의 끝, SUNCARE! ']","['전체', '아떼', '구달', '셀퓨전씨', '달바', '피지오겔', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103910043&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=썬케어-701-1_신상아/최다정&t_number=4
메이크업이 즐거운 컬러 콜라보✨,24.07.01,24.07.31,올영PICK,"

올영PICK
꺼내 보이고픈메이크업 신상템
색조 한정 에디션 보러가기


",[' 다채로운 컬러 콜라보 '],"['전체', '데이지크 스윗하트 컬렉션💕', '롬앤X이나피스퀘어🖤', '힌스, 청량 가득 블루 썸머 에디션🌊', '더위에도 끄떡없는 커버명가 더샘💛', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103810177&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=색조-701-1_황하영/도지현/하주영&t_number=5
올리브영이 PICK한 식품여름필수템,24.07.01,24.07.08,올영PICK,"

올영PICK
간편하게챙기는아름다움
식품 여름 필수템 보러가기


",[' 올리브영이 Pick한 식품 여름 필수템 '],"['전체', '한 층 더 강력해진 클렌즈&비움음료', '식사대용 프로틴으로 가벼운 한 끼', '이제는 간식도 가볍고 건강하게', '이너뷰티✨', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103680106&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=일반식품-701-1_최혜민/오수민&t_number=6
"올 여름 시원하게, SUMMER COOL TIP!",24.07.01,24.07.08,올영PICK,"

올영PICK
단숨에 상쾌해지는나만의 비결
구강 리프레시 아이템 할인


",[' 머리부터 발끝까지 Summer Cool Tip! 무더운 여름 쿨팁으로 상쾌하게 구강&풋케어로 시원한 리프레쉬'],"['전체', '구강 COOL TIP!', '풋케어 COOL TIP!', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000104090085&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=구강-701-4_이보미/주현선/서혜림&t_number=7
DEEP DIVE INTO MENS BEAUTY💙,24.07.01,24.07.31,올영PICK,"

올영PICK
올인원부터수분, 진정트러블까지
남성 필수템 보러가기


","["" DEEP DIVE INTO MEN'S BEAUTY ""]","['전체', 'STEP1. 수분,진정,톤업 한방에 해결!', 'STEP2. 티나지 않고 자연스럽게 정리!', 'STEP3. 깔끔하게 헤어까지 완벽 스타일링!']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103940070&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=남성-701-1_박선정/조은경&t_number=8
💙올여름 라이프 추천템💙,24.07.01,24.07.31,올영PICK,"

올영PICK
꿉꿉한 날씨에도산뜻한 이유
여름을 위한 필수템 특가


",['올여름 인생 난이도 확! 낮춰주는 올리브영 추천템! '],"['전체', '⏰7/1 오늘의 특가⏰', '💙Y존 건강 UP Y존케어TEM💙', '💙러브UP 사랑 가득 럽티켓💙', '💙분위기UP 상쾌한 향기💙', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103710090&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=W케어-701-1_임진희/김혜민&t_number=9
"피지부터 트러블까지, 넘버즈인 BEST",24.07.01,24.07.31,올영PICK,"

올영PICK
한여름에도피부는무탈하게
넘버즈인 수딩진정템 특가


",[' 넘버즈인 No.1 판토텐산 피지부터 트러블까지 수딩 진정'],"['전체', '수딩진정 1번 판토텐산', '함께 쓰는 넘버즈인 BEST', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103890087&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=스킨케어-701-2_김소현/이희평&t_number=10
