promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
4월 올영pick,23.04.01,23.04.30,올영 p!ck,"

올영 p!ck
올리브영이p!ck한이 달의 브랜드
단 3일간 추가 할인


",[' 올영p!ck 4월 '],"['전체', ""올리브영에서 '인생내컬' 찾기💖"", '각질 모공 한번에 봄!격해결🎯', '타고난 피부처럼, 매끈VS윤광✨', '피부지킴이 수분,진정,항산화😎', '10년간 판매1위 아이소이 잡티세럼🥇', '마스크 벗고 자신있게 SMILE BEAUTY😁', '향기로운 SPRING SHOWER🛁', '두피 일타 강사👍', 'I AM SHAMPOO💎', '피로 싹! 주름 쫙! 편안함 UP!🔥', '올리브키트엔 이런 상품이⭐']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910005&trackingCd=Home_Planshop1_1_PROD
올리브영에서 인생내컬을 찾아봐!,23.04.01,23.04.30,컬러 올 레디,"

컬러 올 레디
올영에서만나는인생내컬
단 3일간 최대 33%할인


","[' COLOR ALL READY ', ' LOOK BOOK 인.생.내.컬 ', ' EVENT ALL READY 득템 찬스 올 레디! 기획전 상품 1개 이상 구매하고 응모하면 경품 득템 찬스! 아이패드 10세대(64G) 1명 올리브영 기프트카드 3만원권 30명 ', ' 지금 바로 매장과 APP에서 인.생.내.컬을 만나보세요! ']","['전체', 'Colorful 3일 특가🌟', 'Color All Ready🌈', 'Make up All Ready✨', 'Nail All Ready💅', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103190001&trackingCd=Home_Planshop1_2_PROD
각질&모공 봄!격해결,23.04.01,23.04.30,올영p!ck,"

올영p!ck
따가운봄볕으로부터피부를 지켜요
클렌징/선케어 최대 30%할인


",[' 봄!격해결 각질&모공 한 번에 타파!'],"['전체', '비플레인, 즐거운 클린뷰티', '넘버즈인, 피부고민 해결사', '코스알엑스, 오직 성분으로', '듀이트리,피부에 진심', '아누아, 피부에 편안함을', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102730034&trackingCd=Home_Planshop1_3_PROD
타고난 피부처럼 매끈 VS 윤광,23.04.01,23.04.30,올영p!ck,"

올영p!ck
눈길을 사로잡는무결점 피부의비밀
베이스메이크업 최대 35%할인


",[' 타고난 피부처럼 매끈 VS 윤광 이달의 올영 PICK 상품으로 완벽 피부 완성하기!'],"['전체', '예쁜 피부 하루종일 바닐라코', '갓샘물 단독기획 GET', '맑은 피부결 루나 NEW ', '여배우 메이크업, 정샘물', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750072&trackingCd=Home_Planshop1_4_PROD
4월 올영PICK! 최대 1+1 혜택 💗,23.04.01,23.04.30,올영p!ck,"

올영p!ck
민감해진피부를케어할 시간
프리미엄 스킨케어 ~25%


",[' 더욱 깊어진 보습과 강해진 진정! 이달의 올영 P!CK 상품으로 보습 TO 진정 스킨케어 제안!'],"['전체', '크리니크 최대 1+1 할인💗', '프리메라 최대 25% 할인💛', '닥터자르트']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780039&trackingCd=Home_Planshop1_5_PROD
아이소이로 봄맞이 화사한 피부 찾기!,23.04.01,23.04.30,올영p!ck,"

올영p!ck
잡티는 지우고화사함만남겨요
아이소이 최대 53%할인


",[' 봄맞이 화사한 피부 찾기! 10년간 1등 아이소이 잡티세럼'],"['전체', '#10년간1위 잡티라인', '#속보습100시간 수분라인', '#365일진정습관 응급라인', '다른 상품 더보기', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102700039&trackingCd=Home_Planshop1_6_PROD
마스크 벗고💕스마일 뷰티,23.04.01,23.04.30,올영p!ck,"

올영p!ck
자신있게활짝웃어요
구강제품 최대 40%할인


",[' Smile Beauty '],"['전체', '미백&구취케어💖', '치약&칫솔💙', '가글&치실💖']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102870040&trackingCd=Home_Planshop1_7_PROD
🌷향기로운 SPRING SHOWER🌷,23.04.01,23.04.30,올영p!ck,"

올영p!ck
싱그러운봄날의샤워 타임
바디케어 최대 54%할인


",[' 설렘가득 향기로운 Spring Shower'],"['전체', '아로마티카&스킨유🌿', '일리윤&존슨즈&온더바디👪', '여름준비! 셀프제모 AtoZ🌊']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102800043&trackingCd=Home_Planshop1_8_PROD
헤어 4월의 올영P!CK🌻,23.04.01,23.04.30,올영p!ck,"

올영p!ck
두피에 쌓인미세먼지말끔히 지워요
헤어케어 최대 46%할인


",[' 두피부터 손상모까지 매일하는 헤어케어 '],"['전체', '매일 만나는 두피 전문가, 라우쉬🤍', '주연 P!CK🤍민감 두피엔 클로란', '건강한 두피 변화🤍닥터포헤어', '10초 후 실크머릿결🤍미쟝센', 'LPP살롱케어🤍박준뷰티랩', '집에서도 살롱케어🤍실크테라피', '문제성 탈모두피엔🤍닥터그루트', '단백질 침투력UP🤍헤어플러스', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102850041&trackingCd=Home_Planshop1_9_PROD
비비 PICK💚 아이엠 올리브영 런칭!,23.04.01,23.04.30,올영p!ck,"

올영p!ck
유황에서찾은 두피 솔루션
아이엠 헤어케어 최대 25%할인


","[' 기능성, 특허성분을 담은 * 유황 헤어 케어 * 아름다움에 대한 특별한 정의']","['전체', '아이엠 BEST 할인+증정💚', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780035&trackingCd=Home_Planshop1_10_PROD
