promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
헬스plus Grand Open,24.03.18,24.03.31,헬스+,"

헬스+
건강한 아름다움이 곳에서 완성해요
그랜드오픈 기념 쿠폰 증정


","[' 헬스+ 그랜드 오픈 ', ' 건강한 아름다움의 시작 올리브영 헬스+ 올리브영의 트랜디한 헬스 전문 큐레이션 일상을 건강하고 아름답게 가꿀 수 있도록 다양한 헬스 상품을 신중하게 골랐어요 나에게 꼭 맞는 헬스 상품을 쉽고 편하게 원하는 상품을 빠르게 찾고 필요한 정보는 한 눈에 알 수 있어요 매일의 영감과 에너지를 더하는 즐거운 경험 헬스+ 전용 할인 혜택과 다양한 이벤트를 즐겨보세요 지금 QR코드 스캔해서 헬스+ 전용 혜택을 받아보세요 최대 6천원 할인쿠폰 총 1000만원 경품 ']","['전체', '헬시푸드', '데일리루틴', '우먼케어']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103960009&trackingCd=Home_Planshop1_1_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=3월 헬스+ 오픈&t_number=1
✨새로운 시작을 응원해✨,24.03.15,24.03.31,선물하기,"

선물하기
새로운 시작을응원하는선물 리스트
선물하기 전용쿠폰 증정


","['03.15 - 03.31 선물하기 새로운 시작 우리의 새로운 시작을 응원해', 'COUPON 새 출발의 모든 것 쿠폰 혜택 지원 선물하기 전용 쿠폰 1,000원 APP2만원 이상 구매 시 행사기간 : 2024.3.15 - 2024.3.31 APP에서 발급받으세요! ']","['전체', '뷰티 선물💖', '럭셔리 선물✨', '푸드 선물🥨', '1만원대 선물💨', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000104110008&trackingCd=Home_Planshop1_2_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=3월 선물하기<신학기>&t_number=2
3월 올영PICK,none,none,올영PICK,"

올영PICK
올리브영이PICK한이 달의 브랜드
베스트 아이템 할인행사


",[' 올영PICK 3월 올리브영 APP과 매장에서 만나보세요! '],"['전체', '올리브영 클린뷰티💚', '새학기 화잘먹 아이템❤️', '봄맞이 모공/유분/자외선 관리템☀️', '향기로운 헤어 처방전🍃', '향기 당당 바디 피부\U0001fa75', '메이크업 봄 신상 큐레이션💄', 'Trendy & Sensual 우먼케어💖', '로이비로 채우는 피오니의 봄🌷', 'BEST 브러쉬 큐레이션🖤', '올리브 키트 상품 특가로 만나기🎁', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103650003&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=3월 올영픽&t_number=3
3CE 글로우립 신상💫 단독 선런칭,none,none,3CE 쇼케이스,"

3CE 쇼케이스
온세상이 촉촉민니의 글로우립
신상립 최초공개, 쿠폰


","[' SHOWCASE 3CE ', ' SHOWCASE IS 쇼케이스는 브랜드의 신상 아이템을 우주최초로 선공개하는 에디토리얼 콘텐츠입니다. 단 이틀 동안만 만날 수 있는 특별한 혜택을 놓치지 마세요. 24.03.20 - 03.21 ', ' 누구나 자신의 개성을 자유롭게 표현할 수 있도록 모던하고 유니크한 메이크업 제품을 선보여온 3CE. 립 컬러 명가로 불리는 3CE의 새로운 드롭 글로우 젤을 올리브영에서 가장 먼저 만나보세요. ', ' THANK YOU GIFT 쓰리씨이의 립 신제품 구매 시 드리는 소정의 선물을 놓치지 마세요. ', ' 3CE COUPON 쓰리씨이 제품 3만원 이상 구매 시 적용 가능한 쿠폰을 사용해보세요. (신제품 드롭 글로우 젤 제외) ', ' 단 한 방울로도 입술에 쫀쫀하게 밀착되는 3CE의 초’광’력 #바운시광 드롭 글로우 젤. ‘GLOW’를 주제로 풀어낸 민니의 화보에서 스프링 메이크업 아이디어를 얻어보세요. 올해 떠오르는 립 트렌드는 아기 입술처럼 빛나는 베이비글로우 ‘광光’. 3CE 드롭 글로우 젤은 번들거림 없이 산뜻하게 발려 매끈촉촉한 광택만 남아요. 립글로우 트렌드를 적극 즐길 수 있게 덧발라도 끈적이지 않고 편안한 느낌이 유지되도록 만든 것도 매력이죠. ', ' EYES APPLE 잘 익은 사과처럼 생기 넘치는 색감. 로우 애플 컬러로 완성한 상큼한 립 메이크업. ', '닫기', 'DROP GLOW GEL RAW APPLE', 'EYE PALETTE ROSY MUHLY', ' SPOON APPLICATOR 스푼형 실리콘 어플리케이터로 원하는 만큼 스쿱해 광택을 올릴 수 있어요. ', '3CE 드롭 글로우 젤 10 COLOR', '장바구니 담기', ' VERY JUICY 라즈베리 과즙이 배어든 것 같은 입술. 베리 슈어 컬러를 활용한 화사한 립 메이크업. TIP! 베리 슈어 컬러를 바를 때는 화보처럼 페일한 핑크 블러셔를 함께 매치해보세요. 두 뺨에서 입술로 갈수록 핑크 컬러가 그러데이션 되며 화사한 분위기가 배가 되죠. ', '닫기', 'DROP GLOW GEL VERY SURE', 'Face Blush City Mauve', ' 드롭 글로우 젤은 시간이 지나 덧발라도 처음 발랐을 때처럼 선명하고 맑은 느낌이 그대로 유지돼요. ', '3CE 드롭 글로우 젤 10 COLOR', '장바구니 담기', ' DROP THE GLOW 입술에 쿠션처럼 부드럽게 밀착되는 3CE 드롭 글로우 젤로 매순간 초광력해지세요. 지금 바로 이 순간 DROP THE GLOW! ']","['전체', '3CE 립 NEW&BEST💖', '3CE 아이 BEST💖', '3CE 베이스 BEST💖']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102030043&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=3월 쇼케이스 GNB 3CE_이혜리&t_number=4
"증명된 연어의힘, 헤브블루",24.03.18,24.03.24,헤브블루,"

헤브블루
민감함을다스리는연어 레시피
런칭기념 프로모션, 증정이벤트


","[' 헤브블루 인기제품, 연어크림 올리브영 런칭 런칭 특가부터 선물까지']","['전체', '증명된 연어의힘, 헤브블루', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103890030&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=스킨케어-303-2_신상로그온_최아형&t_number=5
"잡티 잡는 선 케어, 아떼",none,none,브랜드위크플러스,"

브랜드위크플러스
잡티 걱정 말고봄햇살 마음껏즐기세요
아떼 할인&증정 이벤트


","[' BRAND WEEK PLUS ATHE T Slide ', ' CREATED BY OLIVEYOUNG MAGAZINE 티나지않는 피부를 위한 아떼의 뉴히어로 athe Brightening Trio 너 T야? 잡티?! 선 케어 맛집, 아떼와 함께 잡티도 미끄러지는 건강한 피부 만들어요. 잡티를 막아주는 선 듀오와 흔적엔딩 세럼이 있다면 햇빛을 마음껏 즐길 수 있을 거예요. ', ' benefit 01. Special Gift 행사 기간 중 아떼 제품 구매 시 비건 릴리프 선 에센스(7ml)를 증정합니다. 행사 기간 : 2024.3.18 ~ 3.24 수량 소진 시 이벤트 자동 종료 ', ' benefit 02. surprise event 행사 기간 중 비건 릴리프 무기자차 선크림, 비건 릴리프 선 에센스 또는 비타 EGF 흔적엔딩 세럼 구매 후 이벤트에 응모하는 전원에게 비타 EGF 흔적엔딩 세럼(20ml)을 드립니다. ', '이벤트 응모하기', '꼭 알아두세요', ' Stop the t! 아직도 햇빛 피하기만 하세요? 이젠 햇빛을 마음껏 즐기세요! 자연스러운 톤업, 부드러운 발림성, 순한 성분, 수분 진정 케어까지. 선크림에 기대하는 모든 것을 만족시키는 아떼 비건 릴리프 무기자차 선크림과 함께라면 햇빛도 잡티도 두렵지 않죠. 아떼의 새로운 선크림의 키 포인트는 바로 붉은기 잡는 상아빛 제형! 상아빛 식물 유래 컬러로 붉은기를 커버해요. 진정 스킨케어링 성분을 담아 붉은 기 진정까지 케어하죠. 건조한 무기자차, 이젠 안녕 피부에 순한 무기자차는 뻑뻑할 수밖에 없다? 압도적으로 매끄러운 슬라이딩 텍스처로 세수하듯 발라도 부드럽게 밀착돼요. 무기자차라고 생각하기 힘들 정도랍니다. ', ' New or Best 아떼 선크림 듀오, 뭐가 달라요? 붉은기 잡는 내추럴 상아빛 톤업 베이스 선크림을 원한다면 비건 릴리프 무기자차 선크림 눈 시림 없는 투명 촉촉한 수분 광채 선크림을 원한다면 비건 릴리프 선 에센스 ', '아떼 비건 릴리프 무기자차 선크림 상품보기', '아떼 비건 릴리프 선 에센스 상품보기', ' 티 없는 피부를 위한 클린 자차 skincaring sun care ', ' 아떼 비건 릴리프 무기자차 선크림 기획 (70ml + 40ml) 42,000원 40%할인 29,400원 ', '아떼 비건 릴리프 무기자차 선크림 상품보기', '장바구니 담기', ' 아떼 비건 릴리프 선 에센스 기획(70ml + 40ml) 42,000원 40%할인 29,400원 ', '아떼 비건 릴리프 선 에센스 상품보기', '장바구니 담기', ' Farewell to T 흔적케어, 근본부터 잡아요 아떼 선크림을 만나기 전 생겨버린 잡티는 비타 EGF 흔적엔딩 세럼으로 지워요. 미백 성분에 손상 리페어 효과까지 더해 근본부터 다른 흔적케어를 경험할 수 있죠. 피부를 밝히는 비타민C와 비타민C의 흡수를 돕는 비타민P. 여기에 흔적이 지워진 피부의 장벽을 바로 세우는 Egf까지 담았어요. ', '아떼 비타 EGF 흔적엔딩 세럼 상품보기', ' 장벽까지 개선하는 진짜 흔적케어 Toning VITA + EGf ', ' 아떼 비타 EGF 흔적엔딩 세럼 35,000원 20%할인 29,900원 ', '아떼 비타 EGF 흔적엔딩 세럼 상품보기', '장바구니 담기', ' athe ', 'BRAND SHOP 보러가기', '닫기']","['전체', '💛촉촉한 사용감, 선 에센스', '💛내추럴 톤업, 무기자차 선', '💛피부를 밝히는 흔적세럼', '💛이 상품은 어때요?', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103110017&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=디지털콘텐츠팀 '240318 아떼_브랜드위크_이유연&t_number=6
"꽉 찬 수분, 순한 진정 토리든",24.03.18,24.03.24,토리든,"

토리든
푹 떠서 착!수분 포텐터뜨려요
1+1 대용량 한정기획


","[' 꽉 찬 수분, 순한 진정! 1등 다이브인 수딩 크림 #1+1 대용량 #한정기획']","['전체', '#수분강자, 다이브인', '#감탄탄력, 셀메이징\t', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103890029&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=스킨케어-303-1_메인A_최아형&t_number=7
헉슬리의 NEW 향기 선물!,24.03.18,24.03.24,헉슬리,"

헉슬리
봄날의향으로갈아입을 시간
신상 단독 런칭 기획전


",['03.18-03.24 헉슬리가 준비한 일상 속 새로운 향기 선물 올영 단독 퍼퓸 & 왁스 타블렛 기획 세트'],"['전체', '헉슬리 NEW 봄향기+왁스 타블렛 출시!', '헉슬리 스테디셀러로 봄 준비하기', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103950034&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=프래그런스-303-1_메인B_이주영&t_number=8
민감 피부를 위한 아비브,24.03.18,24.03.25,아비브,"

아비브
어성초로매일 더편안해지세요
신상크림 1+1 한정 기획


",[' Abib 아비브 어성초 크림 입점 기념 올리브영 한정 1+1 기획 출시'],"['전체', '어성초 진정 케어', '부활초 탄력 케어', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103890032&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=스킨케어-303-4_최아형&t_number=9
생글탱글한 신학기 메이크업,24.03.18,24.03.24,어반디케이,"

어반디케이
봄의 생기를더해줄NEW LOOK
BEST 상품기획 할인


",[' 어반디케이 과즙상 1등급 블러쉬 #하이드로매니악글로우블러쉬'],"['전체', '어반디케이 BEST', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103880037&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=프리미엄-303-2_이유연&t_number=10
