promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
5월 올영pick💚,23.05.01,23.05.31,올영 p!ck,"

올영 p!ck
올리브영이p!ck한이 달의 브랜드
3일 특가&올리브키트 증정


",[' 올영p!ck 5월 '],"['전체', '건강관리,이렇게 쉬운 건강🏃\u200d♀', '피부 진정 루틴에 탄력 더하기➕', '진정 쑥🌿탄력 쫙💜', '🌞강력차단, 깨끗하게 세정💧', '화.잘.먹 치트키😍메이크업 꿀조합', '비건 메이크업 완벽 추천서🤗', '머리부터 발끝까지 Re:fresh🐳', '향기로 기억되는 선물💌', '5월에 찾아온 사랑보다 달콤한 향기❣', '사랑이 피어나는 로맨틱 5월🧡', '특가로 만나는 올리브키트✨']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910006&trackingCd=Home_Planshop1_1_PROD
미리미리! 가정의달 기프트🎁,23.04.21,23.05.18,가정의 달,"

가정의 달
감사한사람들에게마음을 전해요
기프트 최대 40%할인


","[' 가정의 달 기프트 ', ' 5.1-5.8 기간 한정! 선물 쿠폰 가정의달 선물쿠폰 3,000원 APP 선물하기 4만원 이상 구매 시 발급 및 사용기간: 23.05.01 - 23.05.08 APP에서 다운받아 보세요!', ' 선물할수록 커지는 혜택 선물하기 이용 금액만큼 커지는 경품에 도전해 보세요! 코지마 안마의자1명 신라호텔 1박2일 숙박권2명 CJ외식 기프트카드 10만원권100명 투썸플레이스 아메리카노1,000명 APP에서 선물혜택에 도전해보세요!']","['전체', '건강하게 힐링선물👨\u200d👩\u200d👦', '멋지게 스몰럭셔💄', '아름답게 뷰티선물💝', '센스만점 센스선물💐', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102890002&trackingCd=Home_Planshop1_2_PROD
"건강관리, 이렇게 쉬운 건강?",23.05.01,23.05.31,올영p!ck,"

올영p!ck
맛있고 간편하게건강관리 시작
최대 20%할인


","[' 건강관리, 이렇게 먹기 쉬운 건강? 맛있고 간편하게 즐기는 건강식품']","['전체', '하루 한 병 비타민🍋', '쫄깃 식감 건강 구미🍒', '여름 준비 슬리밍🌞', '가정의 달 선물 준비🎁', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830042&trackingCd=Home_Planshop1_3_PROD
피부 진정 루틴에 탄력 더하기!,23.05.01,23.05.31,올영p!ck,"

올영p!ck
투명한 광채로눈부신 피부
최대 37%할인


","[' 비푸 진정 루틴에 탄력 더하기+ 붉어지는 피부 쑥-진정시키고, 탄력은 쫀쫀하게!']","['전체', '쑥시카로 돌아온, 한율', '압도적 투명광채, V&A', '콜라겐 앰플, 비비드로우', '꿀광 탄력 케어, 리쥬란', '2주 잡티 이별, 구달', '1등 보습크림, 피지오겔', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102700050&trackingCd=Home_Planshop1_4_PROD
피부 진정 루틴에 탄력 관리 더하기,23.05.01,23.05.31,올영p!ck,"

올영p!ck
진정 루틴에탄력을 더해요
최대 30%할인


",[' 피부 진정 루틴에 탄력 관리 더하기 '],"['전체', '한율 어린쑥으로 싹- 진정', '메디앤서 콜라겐으로 탄력 업!', '바이오힐보로 피부 고민 끝!', '리쥬란 힐러로 데일리 탄력 케어', '아임프롬 마스크팩 = 꿀피부 필수템', '더마토리로 눈가케어 완벽하게!', '유세린 효과로 증명하는 피부과학', '파티온으로 트러블 잠재우기!', '브링그린 사철쑥으로 진정진정', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo= 500000102720053&trackingCd=Home_Planshop1_5_PROD
🌞철벽 방어 & 깔끔 세정🧼,23.05.01,23.05.31,올영p!ck,"

올영p!ck
따사로운햇살을마음껏 즐겨요
최대 30%할인


",[' 노폐물 깔끔 세정 자외선 철벽 방어 이달의 올영 P!CK 상품으로 준비하는 데일리 썸머 루틴'],"['전체', '❤️셀퓨전씨❤️', '💙에스트라💙', '💗에뛰드💗', '🧼센카🧼', '🖤AHC🖤', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102740029&trackingCd=Home_Planshop1_6_PROD
중요한건 무너지지 않는 베이스! ,23.05.01,23.05.31,올영p!ck,"

올영p!ck
미니 용량으로더 가볍고다양하게
베이스&툴 최대 30%할인


",['미니 용량으로 부담 DOWN 샵에서 받은 듯 스킬 UP 미니 파운데이션 & 찰떡 베이스 소품 총집합'],"['전체', '미니 용량 파운데이션 출시!', '찰떡 베이스 짝꿍템!', '5월의 베이스 추천템!', '아이 메이크업 갓성비 기획', '아이메이크업 디테일 UP!', '더 완벽해진 브러시 라인업!', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750093&trackingCd=Home_Planshop1_7_PROD
Let's Vegan! 피크닉의 달 5월,23.05.01,23.05.31,올영 p!ck,"

올영 p!ck
비건으로물들인봄 메이크업
봄 색조 최대 27%할인


","[""피크닉의 달 5월 LET'S VEGAN 메이크업도 비건으로 산뜻하고 완성도 있게! ""]","['전체', '산뜻 완벽 밀착 비건 베이스!', '비건 아이 추천템!', '오버립부터 촉촉탱글립 총집합!', '분위기 여신 블러셔', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750094&trackingCd=Home_Planshop1_8_PROD
5월🌼머리부터 발끝까지 Re:fresh ,23.05.01,23.05.31,올영 p!ck,"

올영 p!ck
온몸에산뜻함만남아요
헤어/바디케어 최대 52%할인


",[' 머리부터 발끝까지 Re:fresh your life '],"['전체', '죠르디x아로마티카 한정기획🌿', '일리윤x산리오 한정기획🐰', '그로우어스/모레모', '해피바스/밀크바오밥/세타필', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102850052&trackingCd=Home_Planshop1_9_PROD
"설레는 봄, 너를 담은 향기💌",23.05.01,23.05.31,올영 p!ck,"

올영 p!ck
봄바람에향기를더해요
봄향수 최대 54%할인


",[' 설레는 봄 너를 담은 향기 향으로 기억되고 싶은 그날'],"['전체', '차분한 니치향이 매력, 에이딕트🖤', '깊고 세련된 머스크향, 나르시소', '사랑스러움이 뿜뿜, 아리아나그란데', '은은하게 우아한 로즈향, 끌로에🌹', '감각적인 향 컬렉션, 로이비💙', '누구에게나 선물하기 좋은, BEST향💌', '여성향수 선물 추천💌', '남성향수 선물 추천💌', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102810034&trackingCd=Home_Planshop1_10_PROD
