promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
슈퍼브랜드데이 아이오페,24.08.12,24.08.15,아이오페,"

아이오페
눈에 보이는확실한 변화아이오페
슈퍼브랜드데이 최대할인


","[' SUPER BRAND DAY IOPE 8.12 ~ 8.15', ' 아이오페 x 슈퍼브랜드데이 역대급 혜택! IOPE EXCLUSIVE BENEFIT 선착순 쿠폰, 최대 1만원 추가 할인 100% 증정 이벤트, 아이오페 첫구매 시 5천원 증정 100% 증정 이벤트, 기네스 도전! 1천원 증정 단 하루만, 추가할인! 오늘의 특가 아이오페 역대급 할인, 최대 35% 할인 ', ' 선착순 쿠폰 매일 0시, 최대 1만원 추가 할인 아이오페 5% 장바구니 쿠폰 APP 1개 이상 구매 시 사용기간 : 발급당일 23:59까지 사용 가능 APP에서 참여해보세요! ', ' 첫구매 이벤트 아이오페 첫 구매 후 응모 시 기프트카드 5천원 100% 증정! APP에서 참여해보세요! ', ' 기네스 도전! 슈퍼 바운스 세럼 이벤트 참여 방법 1. 아이오페 레티놀 슈퍼 바운스 세럼 최고 매출 4,000개 판매 달성 시, 세럼 구매 개수 X 1,000원 리워드 증정(세럼 2개 구매 + 4,000개 판매 달성 = 2,000원 리워드 증정!) 2. 세럼 구매 후 응모하기 클릭하면 끝! APP에서 참여해보세요! ', ' 아이오페 X 슈퍼브랜드데이 역대급 혜택 APP에서 참여해보세요! ']","['전체', '⏰오늘의 특가⏰', '아이오페 BEST템', '아이오페 데일리케어템', '아이오페 UV 쉴드', '아이오페 맨', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000104110037&trackingCd=Home_Planshop1_1_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=아이오페 슈퍼브랜드데이&t_number=1
올영 헬스 다이브,24.08.09,24.08.15,헬스 다이브,"

헬스 다이브
나를 위한우먼 웰니스를시작해요
매일 새로운 데일리 특가


","[' 올영 HEALTH DIVE 나를 위한 우먼 웰니스의 시작, 올리브영 W케어 ', ' 헬스 위클리 히어로 단 7일, W 케어 최대 50% 특가! ', ' 헬스 다이브 챌린지 오늘부터 W케어 루틴 시작! W케어 구매하고 경품 받으세요 APP에서 참여하세요']","['전체', '내 파우치 속 생리대, W밸런스', '데일리 Y존 케어, W클렌징', '건강식품 FOR WOMEN, W건식', '건강한 러브에티켓, W러브', '컴포트웨어의 신세계, W웨어', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103960030&trackingCd=Home_Planshop1_2_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=(PC)올영 헬스 다이브&t_number=2
8월 올영픽,none,none,올영PICK,"

올영PICK
올리브영이PICK한이 달의 브랜드
BEST 아이템 한정특가


",[' 올영PICK 8월 올리브영 APP과 매장에서 만나보세요! '],"['전체', '다정력 탐구 생활 💚', 'Every W CARE in Oliveyoung ❤', '여름 피부 3대 고민 해결 💥', '자외선 잡는 여름 진정 케어 🌱', 'Summer Makeup Essentials 🌟', 'NEW SUMMER HAIR ⛱', '여름철 당당 매끈 피부 🌞', '트렌드 급부상 브랜드 🌠', '진주광 픽서로 완성하는 메이크업 🎆', '메이크업 툴 A to Z 🎨', '올리브 키트 상품 특가로 만나기👑']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103650008&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=올영픽_권서희&t_number=3
바이오더마 NEW 속손상 케어 크림 출시,none,none,바이오더마,"

바이오더마
속까지어루만지는바르는 밴드크림
선착순 본품 & 파우치 증정


",[' 빠르고 깊은 속손상케어 NEW 시카비오 크림+ 선착순 본품 & 파우치 증정'],"['전체', '속손상 & 보습케어 끝판왕, 시카비오', '에프터바캉스 필수템! 열감 COOL 진정 UP', '페이스&바디 올케어 보습템', '끈적임 없는 겉뽀속촉 피부 완성!', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103930092&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=더모-803-2_신상로그온_김가은/이지은&t_number=4
토리든X브랜든 선착순 파우치 증정!,24.08.12,24.08.18,토리든,"

토리든
수분도압축해낼 생각누가 했을까
브랜든 콜라보파우치 선착순


","[' 토리든 X 브랜든 순식간에, 수분 압축! 4만원 이상 구매시 브랜든 압축 파우치 선착순 증정']","['전체', '수분은채우고 잡티고민까지!', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103890116&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=스킨케어-803-3_메인A_김소현/이희평&t_number=5
비클리닉스 핫썸머 기획전!,24.08.12,24.08.18,비클리닉스,"

비클리닉스
여름의흔적은 지우고추억만 남겨요
바디케어 단독기획, 할인


",[' 비클리닉스가 전하는 핫썸머 바디케어! 8월 올영PICK 한정 기획'],"['전체', '피부를 위한 고효능 솔루션', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103760097&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=바디-803-1_메인B_이수형/박수민&t_number=6
"이너웨어부터 에슬레저까지, 베리시",none,none,베리시,"

베리시
매일입는 이너감성까지더하고 싶다면
이너웨어부터 애슬레저까지 할인


",['08.12-08.19 Verish 베리시의 S/S 아이템 이너웨어부터 에슬레저까지'],"['전체', '무브럭스', '레이셋', '쿨핏 브라 시그니처&볼륨핏', '쿨핏 SET', '쿨핏 팬티', '모달 브라탑', '올텐션']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000104220059&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=잡화-803-1_박은수/김서영&t_number=7
속부터 채우는 여성 자신감,none,none,여성 건강,"

여성 건강
한여름에도섬세한관리가 필요해요
베스트 ITEM 보러가기


",[' For my body 속부터 채우는 여성 자신감 #소중한 내 몸을 위해 '],"['전체', '여성유산균 PICK', '여성건강 PICK', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103750128&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=건강식품-803-2_김진주/박진희&t_number=8
헤라 메이크업 베스트 모음!,none,none,헤라,"

헤라
하루 내내변함없는모공 밀착 커버
블랙쿠션 특가 확인하기


",[' HERA BEST MAKEUP 특별 기획전 HERE. NOW. MYSELF'],"['전체', '헤라 메이크업 BEST', '함께쓰면 좋은 HOT ', '헤라 BEST 쿠션 리필']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103880076&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=프리미엄-803-1_이유연/최주희&t_number=9
"무너짐 없는 썸머 메이크업, 에뛰드",24.08.05,24.08.12,에뛰드,"

에뛰드
무너짐 없는픽싱력이필요한 순간
단독특가, 쿠폰 증정


",['\xa0'],"['전체', '한 올 한 올 또렷하게, 컬 픽스!', '돌아온 틴트의 정석, 디어 달링 워터젤', '무너짐 없는 에뛰드 썸머 메이크업']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103810221&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=색조-802-4_도지현/박희수&t_number=10
