promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
🎄홀리데이기프트🎁,none,none,홀리데이 기프트,"

홀리데이 기프트
홀리데이 기프트스페셜혜택
최대 50%할인, 장바구니 쿠폰


","[' 홀리데이 기프트 이벤트 기간 : 12월 11일 ~ 12월 27일 ', ' 지금 바로 올리브영 APP에서 확인해보세요! ']","['전체', '파티 필수 ITEM🎄', '기프트 인기 ITEM🎁', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102890004&trackingCd=Home_Planshop1_1_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=홀리데이 기프트_정선일&t_number=1
올리브영 키워드💚,none,none,어워즈&페스타,"

어워즈&페스타
올영에서확인하는트렌드 키워드
키워드 컬렉션 키트 한정증정


","[' 일년동안 가장 사랑받은 올리브영 어워즈 수상상품을 만나보세요! THE AWARDS WINNERS \t\t\t\t자세한 내용은 APP에서 확인 해보세요. \t\t\t ', ' BOUNDLESS 올리브영이 제안하는 2024 뷰티&헬스 트렌드 키워드 \t\t\t\t자세한 내용은 APP에서 확인 해보세요. \t\t\t ']","['전체', '[B] 뷰티와 헬스의 크로스 오버', '[O] 옴니채널 고객경험의 진화', '[U] 틴에이지 뷰티', '[N] 실천하는 뷰티, 컨셔스 뷰티', '[D] 다양해지는 맨즈 뷰티 루틴', '[L] 럭셔리 뷰티의 새로운 기준', '[E] 누구나 셀프케어 전문가', '[S] 워너비 소비', '[S] 천천히 아름답게, 슬로우에이징', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910019&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=2024 트렌드 키워드_정선일&t_number=3
12월 올영pick,none,none,올영PICK,"

올영PICK
올리브영이PICK한이 달의 브랜드
베스트 아이템 한정특가


",[' 올영p!ck 12월 \t\t\t\t최대 50% 한정특가 \t\t\t\t올리브영 APP과 매장에서 만나보세요! \t\t\t '],"['전체', '1등스킨케어🧡', '위대한색조💛', '헤어바디 BEST ITEM💚', '건강한연말파티💙', '럭셔리&향수💜', '기초 참!잘썼템🤍', '뷰티 연말정산💞', '더 건강한 내일💕', ""W CARE & MEN's CARE💗"", '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910013&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=올영픽_정선일&t_number=4
안다 픽! 후시다인 🧡,23.12.18,23.12.24,후시다인,"

후시다인
깨알 피지한 톨까지매끈하게
최대 35%할인


",['안다 PICK 피부의 확실한 변화 온라인몰 단독 증정 + 최대 35% 할인까지 '],"['전체', '트러블 고민엔 더마트러블 💙', '후시다인 BEST 후시드크림 🧡', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102790152&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-0504_신상로그온_유선경&t_number=5
"짜증까지 흡수, 예지미인",none,none,브랜드위크 플러스,"

브랜드위크 플러스
생리 불편함까지귀엽게흡수해요
예지미인 최대 42%할인


","[' Molang Yejimiin 생리 짜증까지 흡수하는 몰랑이 생리대 나의 생리 기간을 즐거움으로 꾸며요. CREATED BY OLIVE YOUNG MAGAZINE ', ' Only Brand Week 귀여운 몰랑이와 만난 예지미인 생리대를 특별한 혜택으로 만나보세요 ', ' 01 Benefit 브랜드 위크 기간 중 예지미인 제품 구매 시 사용 가능한 5% 장바구니 쿠폰을 드립니다. ', '꼭 알아두세요', ' 02 Benefit 행사 기간 중 예지미인 제품 2만원 이상 구매 시 크리스마스 한정판 DIY 틴케이스 꾸미기 증정 ', '꼭 알아두세요', ' 매월 어김없이 찾아오는 힘든 월경, 내가 좋아하는 것들로 일주일을 꾸며볼까? 귀여운 몰랑이가 생리 짜증까지 흡수해 줄 거야 ', ' 집에만 있고 싶은 날, 좋아하는 다이어리를 꺼내 오늘의 내 기분까지 귀엽게 꾸며요. 체형에 맞춤 설계된 오가닛 데일리 생리대 덕분에 다꾸하며 마음껏 뒹굴뒹굴해도 안심되죠. 지치는 생리 기간에도 몰랑이 패키지를 보며 생리대를 꺼낼 때 마다 한 번씩 웃게 돼요. 이번엔 어떤 몰랑이 키링이 나올까 기대하며 생리대를 고르죠. ', ' YEJIMIIN x MOLANG 몰랑이의 포근함과 닮은 100% 유기농 순면커버로 어떤 감촉도 예민한 생리 기간에 더 부드럽게 케어해요. ', '예지미인 오가닛데일리 유기농순면커버 생리대 1+1', '장바구니 담기', '예지미인 오가닛데일리 생리대 몰랑이 랜덤 키링 증정 기획', '장바구니 담기', ' 다꾸에 폴라로이드 사진도 빠질 수 없죠. 내 하루는 항상 소중하니까. 그날에도 특별한 일상으로 바꿔요. 혼자 웃긴 표정을 지으며 기분 좋은 에너지를 채워요. ', ' 생리대에 함께 들어있는 몰랑이 띠부씰로 귀여운 장난도 치고 사진도 꾸며요. 몰랑이 띠부씰 수집 중이에요. 저의 5번째 몰랑이 띠부씰. 펭귄 몰랑이 보실래요? ', ' 몰랑이 띠부씰로 요즘 유행인 틴케이스 꾸미기도 해요. ', '예지미인 오가닛데일리 3P*6팩 몰랑이 랜덤 띠부씰 6매 증정', '장바구니 담기', ' 달달한 간식이 생각나는 그날, 오늘만큼은 그날을 핑계 삼아 마음껏 먹어 볼래요. ', ' 조금 더 가벼워진 5일 차에 당 충전으로 기분까지 좋아져요. ', ' 양이 적은 날에는 가벼운 팬티라이너로 바꿔요. 다른 팬티라이너와 다르게 날개가 달려서 팬티라이너 특유의 들뜸이 없어요. 뒤틀래 밀림 없이 고정되어 더 자유로운 활동이 가능하죠. 거슬림 없는 순면감촉으로 속옷만 입은 듯 부드러워요. ', '예지미인 날개형 롱 팬티라이너 40P', '예지미인 날개형 롱 팬티라이너 40P', '장바구니 담기', ' 귀여운 몰랑이와 함께 그날의 기분을 내 맘대로 바꿔보세요! ', 'BRAND SHOP 보러가기', '닫기', '닫기']","['전체', '💛예지미인X몰랑이=귀여움💛', '💛짜증까지 흡수, 예지미인💛', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103110013&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-5002_브랜드위크_박수영&t_number=6
키스미 산타의 연말선물🎅,23.12.18,23.12.24,키스미,"

키스미
선명하게즐기는홀리데이
1+1, 한정기획


",[' 키스미 산타가 준비한 1+1 한정기획 선물 번짐 걱정 없는 연말 메이크업 필수템'],"['전체', '🏆2023 올리브영 어워즈 수상🏆', '키스미 산타가 준비한 1+1 기획🎅', '연말에도 키스미와 함께👍']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750277&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-1006_메인A_도지현&t_number=7
문더스트 한정기획 출시💜,23.12.18,23.12.24,어반디케이,"

어반디케이
밤 하늘의별보다더 반짝여요
최대 40%할인


",[' 어반디케이 메이크업 최대 40% 할인 #영롱글리터 #연말파티룩'],"['전체', '문더스트 한정기획 출시💜', '어반디케이 모아보기💜', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780149&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-2101_메인B_황하영&t_number=8
클리오 연말 BIG SALE,23.12.18,23.12.25,클리오,"

클리오
올해 가장사랑받은클리오
최대 30%할인


",[' 클리오 어워즈 수상 품목 연말 BIG SALE 역대급 기획 구성에 추가할인까지!'],"['전체', '베이스 메이크업', '아이 메이크업', '립 메이크업']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750275&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-1004_권세희&t_number=9
홀리데이 특별선물은 건강식품 🎁,23.12.18,23.12.27,건강식품 기프트,"

건강식품 기프트
연말엔건강함을선물해요
최대 39%할인


",[' Holidat Gift 추천템 모아보기 이번 연말도 건강하고 행복하게요! 건강을 선물해요! '],"['전체', '특별 기프트 건강식품💖', '베스트 건강식품! 🐱\u200d🏍', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830133&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-4004_김진주&t_number=10
고민별 맞춤 힐러 리쥬란 ✨,23.12.18,23.12.25,리쥬란,"

리쥬란
집에서 즐기는에스테틱안티에이징
최대 51%할인


","['탄력부터 광노화케어까지, 고민별 슬로우에이징 리쥬란 단,8일간 올리브영 단독 역대급 혜택 ']","['전체', '탄탄 속광 & 광노화 솔루션 ✨', '리쥬란 베스트 ✨', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102790151&trackingCd=Home_Planshop1_11_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1203-0503_유선경&t_number=11
