promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
💝추석기프트 얼리버드🐦,23.09.08,23.09.30,추석 기프트,"

추석 기프트
미리준비하는추석 기프트
온라인 단독 최대 40%할인


","[' 2023 추석 기프트 ', ' 추석기프트 선물하기 첫구매 쿠폰 선물하기 첫구매 15% 할인 쿠폰 APP 선물하기 1개 이상 구매 시 최대 4천원 행사기간: 23년 9월 8일 ~ 9월 30일 지금 APP에서 만나보세요! ', ' 추석기프트 선물하기 쿠폰 2종 선물하기 첫구매 15% 할인 쿠폰 APP 선물하기 1개 이상 구매 시 최대 4천원 행사기간: 23년 9월 8일 ~ 9월 30일 선물하기 10% 할인 쿠폰 APP 선물하기 1개 이상 구매 시 최대 2천원 행사기간: 23년 9월 15일 ~ 9월 30일 매일 낮 12시 매장전용 선착순 쿠폰 매장 전용 선착순 최대 10,000원 할인 쿠폰 오프라인 매장에서 1만원 이상 구매 시 행사기간: 23년 9월 15일 ~ 9월 30일 지금 APP에서 만나보세요! ', ' 선물할수록 커지는 경품! 추석기프트 챌린지 다이슨 에어랩1명 네스프레소 커피머신5명 CGV IMAX관람권 2매50명 투썸플레이스 아메리카노500명 지금 APP에서 만나보세요! ']","['전체', '선물로 딱! 건강선물💪', '호불호 없는 뷰티선물💐', '이런 선물은 어때요? 센스선물💝', '작은 사치, 큰 기쁨! 스몰럭셔리💄', '마음도 선물도 빠르게! 빠른배송🚀', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102890003&trackingCd=Home_Planshop1_1_PROD
9월 올영pick,none,none,올영p!ck,"

올영p!ck
올리브영이p!ck한이 달의 브랜드
베스트 아이템 한정특가


",[' 올영p!ck 9월 '],"['전체', '요즘 쿠션💕요즘 파데💕', '확실한 보습연구소💙', '강력진정💪꽉찬탄력⭐', '모(발)두(피) 지켜❗', '향기로 기억해💛', '건강, 올영에 다 있지💚', '화잘먹 최적화 아이템💖', 'FALL IN COLOR🍁', '밤하늘의 별⭐ 내 눈의 펄🎇', '도구빨로 메이크 UP🔼', '올리브키트상품 특가로 만나기🤗']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102910010&trackingCd=Home_Planshop1_2_PROD
헬로우 헬시리뷰📝,23.09.01,23.09.30,"헬로우,헬시리뷰","

헬로우,헬시리뷰
나의건강 라이프를공유해봐요
리뷰쓰면 최대 100만원 리워드


",[],"['전체', '건강식품💪', '여성/위생용품💎', '푸드🥨', '구강/건강용품💊', '언더웨어🎀', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103460001&trackingCd=Home_Planshop1_3_PROD
"미국 1위 BCAA, 엑스텐드",23.09.11,23.09.17,엑스텐드,"

엑스텐드
미국 1위BCAA바로 만나요
~27%, 9천원 쿠폰


",[' 미국 1위 BCAA 브랜드 엑스텐드 국내 공식 출시 한계를 뛰어넘는 에너지'],"['전체', '운동 부스터, 엑스텐드🏃\u200d♀️', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102820160&trackingCd=Home_Planshop1_4_PROD
e y e😘 c o n t a c t 💟with 키스미,none,none,브랜드위크,"

브랜드위크
아이라인치트키가필요하다면
키스미 최대 44% 할인


","[' Brand Week 키스미 ', ' ONLY BRAND WEEK SPECIAL PRICE 아이 메이크업의 강자 키스미의 베스트셀러를 화보에서 소개합니다. 최대 44% 할인된 가격으로 만나보세요. ', 'BENEFIT', 'EDITORIAL', ' Benefit . 1 키스미 제품 2만원 이상 구매 시 적용 가능한 장바구니 쿠폰을 사용해보세요. 키스미 장바구니 쿠폰 10% APP 2만원 이상 구매 시 최대 3천원 할인 사용기간 : 2023. 09. 11 ~ 2023. 09. 17 Benefit . 2 행사기간 중 키스미 제품 2개 이상 구매 시 선물을 드려요. 얇지만 확실한 롱래시 효과! 마이크로 마스카라 어드밴스드 필름 N 미니 샘플 증정 Benefit . 3 키스미 베스트셀러를 브랜드위크 기간에만 특별한 가격으로 만나보세요. 키스미 히로인메이크 스무스 리퀴드 아이라이너 N 01 딥블랙 / 02 브라운 18,000원 할인가 9,950원 키스미 헤비로테이션 하드 엣지 아이브로우 펜슬 리필 기획 24% 10,640원 키스미 히로인메이크 언더 아이 듀얼 펜슬 라이너 03 샌드 플래시 29% 8,460원 키스미 아이 캔디 피팅 틴트 01 핑크 더비 / 02 레드 플레이버 / 03 탠 크러시 35% 10,400원 ', '꼭 알아두세요', ' BRAND WEEK 눈이 마주칠 때.. KISSME 마음은 말로 다 표현하기 어려워도 눈은 달라요. 더 많은 것을 담고 표현할 수 있어요. ', ' BRAND WEEK KISSME 09.11 - 09.17 키스미를 만나면 더 이상 마음을 숨기지 않아도 돼요. 눈빛이 가진 힘을 믿게 될 거예요. ', ' EYE CONTACT 키스미의 베스트셀러로 또렷하고 그윽한 눈매를 연출해보세요. 히로인메이크 스무스 리퀴드 아이라이너 N으로 완성한 메이크업 룩을 소개합니다. ', ' DAILY BROWN ', ' 히로인메이크 스무스 리퀴드 아이라이너 N 01 딥블랙 / 02 브라운 매일 사용하기 좋은 아이라이너를 찾는다면 이 제품이 제격이에요. 0.1mm의 초극세 붓 펜 브러시로 초보자도 손쉽게 아이라인을 그릴 수 있거든요. 붓의 탄력감이 뛰어나 눈꼬리까지 얇고 시원하게 쭉 뻗은 라인을 그리기 좋아요. 헤비로테이션 하드 엣지 아이브로우 펜슬 03 다크 브라운 자연스러운 눈썹은 아이라인 메이크업을 더 돋보이게 해요. 이 제품은 펜슬 심이 육각형 다이아몬드 모양으로 컷팅돼 있어 눈썹 사이사이 빈틈을 쉽게 채울 수 있죠. 어떤 룩에나 잘 어울리는 차분한 다크 브라운 컬러도 매력 포인트랍니다. ', '히로인메이크 스무스 리퀴드 아이라이너 N01 딥블랙 / 02 브라운', '헤비로테이션 하드 엣지 아이브로우 펜슬03 다크 브라운', ' SAY IT WITH YOUR EYES ', '히로인메이크 스무스 리퀴드 아이라이너 N 02 브라운', '장바구니 담기', '헤비로테이션 하드 엣지아이브로우 펜슬 리필 기획03 다크 브라운', '장바구니 담기', '아이 캔디 피팅 틴트01 핑크 더비', '장바구니 담기', ' MY DAILY LINER 키스미 히로인메이크 스무스 리퀴드 아이라이너 N은 피부에 색을 물들이는 방식이 아닌 필름 코팅 기술로 덧바르지 않아도 선명하게 발색되고 또렷한 눈매를 만들어줘요. ', ' BLACK CAT 히로인메이크 스무스 리퀴드 아이라이너 N 01 딥블랙 / 02 브라운 평소와 좀 다르게 보이고 싶은 날 원래 그리던 라인에서 각도를 조금 더 올려 캣츠 라인을 완성해 보세요. 눈가에서 미끄러지듯 부드럽게 그려지고 한 번만 그어도 선명해요. 화보에서는 블랙 컬러를 사용했어요. 히로인메이크 언더 아이 듀얼 펜슬 라이너 03 샌드 플래시 볼륨 라이너와 쉐이드 라이너로 구성된 올인원 애교살 펜슬로 눈가에 입체감을 더해보세요. 사랑스러운 캐츠 라인을 완성할 수 있을 거예요. ', '히로인메이크 스무스 리퀴드 아이라이너 N01 딥블랙 / 02 브라운', '히로인메이크 언더 아이 듀얼 펜슬 라이너03 샌드 플래시', ' HOW CAN I SAY... I LOVE.... SayLOVE ', ' UNDER FLASH + BEAUTY SPOTS TIP 1. 듀얼 펜슬 라이너 03 샌드 플래시 컬러는 반짝이는 골드 글리터 펄로 눈 밑을 영롱하게 밝혀요. 아이돌 애교살 치트키템으로도 알려져 있죠. 2. 아이라이너로 아이라인만 그리나요? 눈 밑에 콕 찍어 미용점을 완성해 보세요. 쉽고 간편하게 매력 한 스푼을 추가하는 방법이에요. ', ' UNDER FLASH + BEAUTY SPOTS TIP 1. 듀얼 펜슬 라이너 03 샌드 플래시 컬러는 반짝이는 골드 글리터 펄로 눈 밑을 영롱하게 밝혀요. 아이돌 애교살 치트키템으로도 알려져 있죠. 2. 아이라이너로 아이라인만 그리나요? 눈 밑에 콕 찍어 미용점을 완성해 보세요. 쉽고 간편하게 매력 한 스푼을 추가하는 방법이에요. ', ' CAT LINE MAKE-UP WITH KISSME ', '히로인메이크 스무스 리퀴드 아이라이너 N 01 딥블랙', '헤비로테이션 하드 엣지 아이브로우 펜슬 03 다크 브라운', '히로인메이크 언더 아이 듀얼 펜슬 라이너 03 샌드 플래시', '키스미 아이 캔디 피팅 틴트 03 탠 크러시', '히로인메이크 스무스 리퀴드 아이라이너 N 01 딥블랙', '장바구니 담기', '헤비로테이션 하드 엣지 아이브로우 펜슬 03 다크 브라운', '장바구니 담기', '히로인메이크 언더 아이 듀얼 펜슬 라이너 03 샌드 플래시', '장바구니 담기', '닥키스미 아이 캔디 피팅 틴트 03 탠 크러시', '장바구니 담기', ' KissMe ', ' BRAND SHOP 화보에서 사용된 키스미 제품들을 특별한 가격에 만날 수 있는 기회를 놓치지 마세요. ', ' Editor 이혜리 Photographer 오아랑 VIDEOGRAPHER 김상은 Model 이주은 Hair & Makeup 정의현 Fashion Stylist 장보영 Designer 최우람 ', '닫기']","['전체', '눈꼬리 포인트, NO.1 아이라이너', '매력어필, 돋보이는 NEW 아이&립', '완벽한 아이 메이크업, 스테디셀러템', '완성도 UP! 스마트 뷰티툴', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103110007&trackingCd=Home_Planshop1_5_PROD
💛프리메라 신상 라인 출시💛,23.09.11,23.09.18,프리메라,"

프리메라
손 끝으로느껴지는탄탄함이 달라요
최대 12%할인


",[' prmr 속부터 밀도 있게 #결광피부#결광리페어 primera 결광 리페어 세럼 출시 기념 '],"['전체', '💛프리메라 신상 라인 출시💛', '프리메라 BEST OF BEST🤍', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780104&trackingCd=Home_Planshop1_6_PROD
네이처메이드 추석 기획전🍁,23.09.11,23.09.17,네이처메이드,"

네이처메이드
이번 추석엔건강을선물해요
최대 46%할인, 쿠폰


",['09.11-09.17 미국 판매 1위 네이처메이드 추석 특가 네이처메이드 추석 기획전'],"['전체', '🎁 남성 여성 기획세트 🎁', '🌟네이처메이드 BEST🌟', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830083&trackingCd=Home_Planshop1_7_PROD
웰라쥬 속건조 솔루션! 최대 53%,23.09.11,23.09.18,웰라쥬,"

웰라쥬
더 풍성하게즐기는히알루론산 보습
올리브영 단독 더블기획


",['웰라쥬 속건조 솔루션 앰플 100+100 최초출시! 형원 증명사진 증정 + 팬사인회'],"['전체', '웰라쥬 속건조 솔루션💦', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102700100&trackingCd=Home_Planshop1_8_PROD
선착순 키위새 키링 증정 🐥,none,none,웨이크메이크,"

웨이크메이크
가을의질감을표현해요
런던브라운 컬렉션 ~30%할인


",[],"['전체', '웨이크메이크 런던체크브라운🤎 ', '가을메이크업에 추천🤎', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102940038&trackingCd=Home_Planshop1_9_PROD
이불패치로 한번에! 파넬🌱,23.09.07,23.09.18,파넬,"

파넬
부위별로진정을덮어요
5%할인쿠폰 증정


",['09.07-09.18 피부에 진정을 덮어요 파넬 클리어 패치 멀티+ 올리브영 런칭 이벤트'],"['전체', '피부에 진정을 덮어요, 파넬🌱', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102870110&trackingCd=Home_Planshop1_10_PROD
