promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
🏆올해를 빛낸 스킨케어 어워즈🏆,23.12.07,23.12.30,올영p!ck,"

올영p!ck
2023년스킨케어베스트
스킨케어 최대 52%할인


",[' OLIVEYOUNG AWARDS 1등 스킨케어의 통큰 혜택'],"['전체', '🏆에센스/세럼 수상🏆', '🏆크림 수상🏆', '🏆스킨/토너 수상🏆', '🏆마스크팩 수상🏆', '🏆패드 수상🏆', '🏆클렌징 수상🏆', '🏆슬로우에이징 수상🏆', '🏆클린뷰티 수상🏆', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102700135&trackingCd=Home_Planshop1_2_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-0101_최아형&t_number=2
"🏆위대한 색조, 올해의 라인업🏆",23.12.05,23.12.30,올영p!ck,"

올영p!ck
한눈에 보는메이크업트렌드
색조 최대 30%할인


",['위대한 색조 올해를 빛낸 올리브영 어워즈 수상 상품 라인업 '],"['전체', '🏆베이스 메이크업 부문 Winner🏆', '🏆아이 메이크업 부문 Winner🏆', '🏆립 메이크업 부문 Winner🏆', '🏆쿠션 메이크업 부문 Winner🏆', '🏆컬러 메이크업 Winner🏆', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750263&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-1001_도지현&t_number=3
🥇헤어&바디케어 1등 PICK 해드림🥇,23.12.05,23.12.30,올영PICK,"

올영PICK
머리부터발 끝까지베스트와 함께
헤어/바디 ~50%


",[' 헤어&바디케어 1등 PICK 해드림 최대 50% 할인'],"['전체', '헤어케어 어워즈 수상상품🏆', '바디케어 어워즈 수상상품🏆', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102800138&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-3001_서지민&t_number=4
💖연말 확실하게 즐기기💝,23.12.07,23.12.31,올영p!ck,"

올영p!ck
인기 아이템으로연말 식탁을가득 채워요
건강/일반식품 최대 42%할인


",['슬기로운 연말 즐기기 파티 준비부터 과식 관리까지! 연말 파티도 즐겁고 건강하게'],"['전체', 'BEST 푸드✨', 'BEST 건강식품✨', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830129&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-4007_김진주&t_number=5
"올해, 사랑받은 프리미엄&향수",23.12.06,23.12.30,올영p!ck,"

올영p!ck
더 특별하게기억될올해를 위해
프리미엄/프래그런스 ~54%


",['1년간 가장 사랑 받은 프리미엄/프래그런스 라인업 '],"['전체', '프리미엄 BEST', '프래그런스 BEST', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102780146&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-2102 _황하영&t_number=6
2023 참! 잘쓴템🏆,23.12.05,23.12.31,올영PICK,"

올영PICK
피부 고민은천천히,효과는 확실하게
슬로에이징 베스트템


",['참!잘쓴템 스킨케어 라이징스타 & 썬케어 BEST '],"['전체', '🏆슬로에이징 BEST🏆', '✨썬케어 BEST✨', ""💕클렌징&스킨케어 MD'S PICK!💕""]",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102740079&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-0402_최혜민&t_number=7
2023 뷰티연말정산✨,23.12.07,23.12.11,올영PICK,"

올영PICK
연말을더 화려하게꾸며요
뷰티연말정산 ~30%할인


","["" 2023 뷰티연말정산 MD's PICK""]","['전체', 'STEP 1 초밀착 베이스', 'STEP 2 입술 재창조', 'STEP 3 트임 눈화장']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102750264&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-1002_권세희&t_number=8
🏆2023 올해의 삶의 질 상승템🏆 ,23.12.06,23.12.30,올영PICK,"

올영PICK
삶의 질을책임질일상 루틴
건강&위생 베스트템 ~40%할인


",[' 올해의 삶의 질 상승템 건강&위생 BEST ITEM -40%'],"['전체', '🏆덴탈케어 BEST🏆', '🏆W케어 BEST🏆', '🏆패치국소케어 BEST🏆']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102870149&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-5101_이보미&t_number=9
올리브영 맨즈뷰티 연말결산!,23.12.07,23.12.30,올영PICK,"

올영PICK
올해 가장사랑받은맨즈케어
23년 BEST 맨즈 아이템


","["" 2023 연말결산 올리브영 맨즈뷰티 AWARDS OY's CHOICE!""]","['전체', '2023 맨즈뷰티 BEST 요약본🏆', '맨즈뷰티 연말결산', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102710095&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-2002_박선정&t_number=10
애프터블로우 솔리드퍼퓸 런칭!,23.12.07,23.12.17,올리브영 단독할인,"

올리브영 단독할인
체온에 녹아드는애프터블로우솔리드퍼퓸 런칭
#24%OFF #가방에쏙!


",[' After blow 애프터블로우 솔리드 퍼퓸 런칭 온라인몰 단독 추가 할인'],"['전체', '가방에 쏙, NEW 솔리드퍼퓸', '온전히 내가 되는 향, 오 드 퍼퓸', '함께 하면 2배가 되는, 핸드크림']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102810094&trackingCd=Home_Planshop1_11_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1202-2201_이주영&t_number=11
