promo_title,promo_start_dt,promo_end_dt,banner_title,banner_desc,promo_contents,promo_catgs,banner_link
올리브영 헬시어터🎬,23.11.08,23.11.27,헬시어터,"

헬시어터
건강한하루를 위한역대급 혜택
반얀트리 스파 경품 이벤트


","[' Now playing HEALTHEATRE 헬시어터 건강 루틴 절찬 상영 중 ', ' 헬시어터 한눈에 보기 무비톡 헬시어터들의 영화로운 건강루틴 쿠폰&키트 증정 기간한정 선착순 쿠폰&키트 증정! 이벤트 경품 가득 이벤트까지! ', ' APP에서 모든 혜택을 만나보세요! ']","['전체', '건강 루틴 추천 상품', '건강 루틴 특가', '개봉박두! 건강루틴 P!CK']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103570001&trackingCd=Home_Planshop1_1_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=2차 H캠페인_임예원&t_number=1
데이터로 추천하는💚헬시트렌드,none,none,헬시트렌드,"

헬시트렌드
요즘 사랑받는헬시 아이템을알려드려요
베스트아이템 확인하기


",[' 데이터로 추천하는 요즘 헬시 헬시트렌드 헬시랭킹부터 100% 당첨 이벤트까지 올리브영 APP에서 만나보세요! '],"['전체', '리뷰 BEST', '건강 루틴템', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103460003&trackingCd=Home_Planshop1_2_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=헬시트렌드_김서현&t_number=2
"모공 전문가, 디마르3",23.11.13,23.11.19,디마르3,"

디마르3
저자극으로채우는모공의 밀도
최대 25% 할인


",[' 1위 모공앰플 올영입점 단독혜택 디마르3 브랜드 최대 25% 특가'],"['전체', '고객이 만족한 홈케어, 디마르3', '디마르3 더 알아가기', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102700128&trackingCd=Home_Planshop1_3_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-0101_최아형_신상로그온&t_number=3
"내 피부 밀착 케어, 아비브 껌딱지팩",none,none,브랜드위크플러스,"

브랜드위크플러스
내 피부밀착 케어껌딱지 팩
아비브 베스트셀러 53% 할인


","[' Stick With U BRAND WEEK PLUS Abib 내 피부에 착.밀착 케어, 껌딱지 팩 ', ' Renewal. Upgrade. 새로워진 껌딱지팩을 만나보세요. ', "" Gummy Sheet Mask '비워서 채운 완벽함'이라는 슬로건 아래 탄생한 '아비브',    피부 본연의 아름다움을 위해 제품을 연구합니다.    많은 사랑을 받고 있는 아비브 껌딱지 시트 마스크와    함께 새로워진 피부를 만나보세요. "", ' 01. Brand Coupon 브랜드 위크 기간 중 아비브 제품 3만 원 이상    구매 시 사용 가능한 10% 쿠폰을 드립니다. 아비브 10% 장바구니 할인 쿠폰 APP 3만원 이상 구매 시 최대 5천원 할인 사용기간 : 2023. 11. 13 ~ 2023. 11. 19 ', '쿠폰 다운 받기', '꼭 알아두세요', ' 02. Special Gift 행사 기간 중 아비브 제품 구매 시 부활초 패드 샘플(2매)를 증정합니다. 행사 기간 중 아비브 껌딱지 시트 마스크를 2만 원 이상 구매하신 분들께 아비브 콜라겐 겔마스크 부활초 젤리 1매를 드립니다. 아비브 껌딱지 시트 마스크를 3만 5천 원 이상 구매 후, 구매 인증을 남겨주신 분들께 올리브영 기프트 카드 5천 원권을 드립니다.     * 구매 인증 관련 상세 내용은 상품 상세페이지 참고 부탁드립니다. ', ' Heartleaf Sticker 어성초 스티커 #민감진정 찬바람이 불어오는 계절. 자극받은 피부를 케어할 때.    새로워진 어성초 팩으로 스트레스 받은 피부를 진정시켜보세요. Less Stress. 5배 많아진 어성초 추출물과 진정에 도움을 주는 시카 성분이 빠른 진정을 도와줍니다.     민감한 피부도 안심하고 사용 가능해요. ', '피부 자극 테스트 확인', ' Abib Gummy sheet mask Heartleaf sticker 10 minutes, only. 피부 진정에 필요한 시간은 단 10분이면 충분.     유효 성분이 흡수되는 시간을 결정짓는 것은     시트의 밀착력이기 때문이죠. New fit Gummy sheet mask ‘껌딱지 팩’이란 애칭처럼     얼굴 굴곡에 맞게 빈틈없이 감싸주어     에센스를 피부에 깊숙하게 전달합니다.     일반 순면 마스크 대비 4배 강한 밀착력! 새롭게 디자인된 시트는     다양한 얼굴형에 맞게 더 커졌어요.     턱선 아래까지도 충분히 감싸주죠.     그래도 헤어스타일이 망가지는 일은     없도록 헤어라인을 따라 커팅 되어     머리카락이 젖을 일이 없죠.     입모양까지도 세심하게 디자인된 시트로     언제든지 사용하기 편리해요. ', ' Ampoule essence. 세럼 한 병을 가득 담은 앰플 제형의 에센스가     피부에 산뜻하게 스며드는 것이 특징!     남은 에센스는 바디 케어에도 활용해 보세요. ', '아비브 껌딱지 시트 마스크 어성초 스티커 10매', ' 아비브 껌딱지 시트 마스크 어성초 스티커 10매 53% 40,000원 18,500원 ', '아비브 껌딱지 시트 마스크 어성초 스티커 10매', '장바구니 담기', ' Vita Sticker 비타 스티커 #투명미백 겨울이 되니 칙칙하고 거칠어진 피부.    투명하고 맑은 피부로 가꿔주는    비타민 C가 필요한 순간이죠.    먹는 걸로 부족하다면 비타 마스크가 정답! ', ' 3 Vitamin 복합 비타민 3종*과 미백에 도움을 주는     글루타티온&나이아신아마이드가 함유된 비타 마스크.     붙이는 비타민이라고 해도 과언이 아니죠.     투명하고 빛나는 피부**로 가꿔줍니다. *복합 비타민 3종 : 비타민 E, 비타민B12. 비타민 D **피부 투명도 개선 테스트 확인 ', '아비브 껌딱지 시트 마스크 비타 스티커 10매', '피부 투명도 개선 테스트 확인', ' Soft Sheets 껌딱지 마스크팩을 처음 써본다면     부드러운 시트에 놀랄지도 몰라요.     특수 공법으로 만들어진 극세사 시트와     풍부한 앰플이 극강의 부드러움을 자아내죠.     생기를 잃은 피부에 비타민을 붙여보세요! ', ' 아비브 껌딱지 시트 마스크 비타 스티커 10매 53% 40,000원 18,500원 ', '아비브 껌딱지 시트 마스크 비타 스티커 10매', '장바구니 담기', ' 5 Gummy Sheet 피부 고민별 맞춤 케어하세요! Abib ', ' Stick. With U Abib 내 피부에 착.밀착 케어, 껌딱지 팩. ', 'BRAND SHOP 보러가기', ' CREATED BY OLIVEYOUNG MAGAZINE Editor 이주은 Model 다은 Stylist 고태우 Photographer 서원기 Hair & Make up 유은주 Designer 박하림 ', '닫기', '닫기', '닫기']","['전체', '껌딱지로 속까지 밀착✨', '어성초 진정레시피🍃', '부활초 탄력레시피💫', '수분초 보습레시피💦', '\xa0', '\xa0', '\xa0']","https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000103110012&trackingCd=Home_Planshop1_4_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=브랜드위크플러스_아비브_정유빈, 이주은&t_number=4"
인보라 PICK! #따라해보라💜,23.11.13,23.11.19,바이오더마,"

바이오더마
겨울철보습치트키
최대 38%할인


",[' 메이크업 전문가 인보라 추천 겨울철 보습공식 치트키 최대 38% 할인 & 선착순 정품 증정'],"['전체', '겨울철 보습 치트키 ❄', '겨울에도 클렌징은 바이오더마💗', '속건조 해결 수분템.zip💦', '진정을 넘어 민감에이징 케어 💖', '\xa0', '\xa0', '\xa0']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102790143&trackingCd=Home_Planshop1_5_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-0502_유선경_메인A&t_number=5
"한 알로 끝내는 입냄새, 테라브레스",23.11.13,23.11.19,테라브레스,"

테라브레스
캔디 하나로입 안이상쾌해요
최대 9%할인


",['11.13-11.19 캔디 한 알로 입냄새 완벽해방! 테라브레스 로젠지 캔디 침샘 폭발! 초강력 상쾌함!'],"['전체', '한 알로 끝내는 입냄새, 로젠지캔디', '테라브레스 가글 BEST🤍', '테라브레스 골라담기🛒 ']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102870143&trackingCd=Home_Planshop1_6_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-5101_이보미_메인B&t_number=6
스킨푸드 X 신이어마켙 2,23.11.13,23.11.20,스킨푸드,"

스킨푸드
할머니손길로특별해졌어요
최대 35%할인


",[' 스킨푸드 X 신이어마켙 올리브영 단독 론칭! 따스한 선물 꾸러미로 돌아온 2번째 만남'],"['전체', '스킨푸드 선물꾸러미🎁', '패드맛집 스킨푸드✨', '쟁여템 시트팩 모음💨']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102720112&trackingCd=Home_Planshop1_7_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-0301_정유빈&t_number=7
#더툴랩 NEW 초밀착 커버 듀오,23.11.13,23.11.20,더툴랩,"

더툴랩
올드머니룩의우아한 피부 비결
최대 20%할인


",[' #커버의 새로운 발견 NEW 초밀착 커버 듀오 런칭 기념 UP TO 20% + 증정'],"['전체', '더툴랩 커버듀오 런칭 특가✨', '커버/촉촉/보송 골라쓰는 초밀착 퍼프✨', '보송하게, 촉촉하게 맞춤 피팅 듀오✨']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102770090&trackingCd=Home_Planshop1_8_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-1202_김윤전&t_number=8
"화제의 빨간통, 푸드올로지💝",23.11.13,23.11.20,푸드올로지,"

푸드올로지
패딩을 입어도관리는계속 돼요
최대 33%할인


","['11.13-11.20 FOODOLOGY 푸드올로지 건강한 컬러루틴 단 일주일, 올리브영에서마나 UO TO 33%']","['전체', '슬리밍은 푸드올로지🥰', '이너뷰티도 푸드올로지😉', '스페셜남성케어도 푸드올로지로😎']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102830115&trackingCd=Home_Planshop1_9_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-4001_김진주&t_number=9
한장으로 끝내는 루틴관리,23.11.13,23.11.20,헬시픽,"

헬시픽
한장으로꿀잠 자요
최대 50%할인


",[' 헬시PICK 이유있는 신상 11월의 이유 있는 신상! 한장으로 끝! 관리가 필요한 어디든디 한장으로 해결해주는 신상템만 모았어요 '],"['전체', '쓰담패치🤍', '에셀라이트🤍', '리슬립🤍']",https://www.oliveyoung.co.kr/store/planshop/getPlanShopDetail.do?dispCatNo=500000102840175&trackingCd=Home_Planshop1_10_PROD&t_page=홈&t_click=메인롤링배너&t_banner_name=1103-5201_도고운&t_number=10
